pin 120 (SHARKL5PRO_DNS_D0): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x10
pin 121 (SHARKL5PRO_DNS_D1): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x10
pin 122 (SHARKL5PRO_IIS3DI): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 123 (SHARKL5PRO_IIS3DO): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 124 (SHARKL5PRO_IIS3CLK): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 125 (SHARKL5PRO_IIS3LRCK): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 126 (SHARKL5PRO_GPIO116): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 127 (SHARKL5PRO_RFCTL5): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 128 (SHARKL5PRO_RFCTL6): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 129 (SHARKL5PRO_RFCTL7): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 130 (SHARKL5PRO_RFCTL8): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 131 (SHARKL5PRO_RFCTL9): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 132 (SHARKL5PRO_RFCTL10): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 133 (SHARKL5PRO_RFCTL11): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
pin 134 (SHARKL5PRO_RFCTL12): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x10
pin 135 (SHARKL5PRO_RFCTL13): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x10
pin 136 (SHARKL5PRO_RFCTL14): input bias disabled, input bias high impedance, input bias pull down, input bias pull up, output drive strength (0 mA), input enabled, input schmitt enabled, output enabled, sleep hardware state, sleep mode (0)0x30
